PR_Number,Author,Score,Mesa_Triggered,Trust_Delta,Unlinked_PR,Dead_Code_Count,Logic_Clones,Zombie_Syms,Zombie_Deps,Violation_Reasons,Time_Saved_Hours,Operational_Savings_USD,Timestamp
497261,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:28Z
497260,Cameo007,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:29Z
497259,SuperSandro2000,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:30Z
497257,sophronesis,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:33Z
497256,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:34Z
497255,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:36Z
497254,OPNA2608,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-08T08:33:37Z
497253,wegank,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:39Z
497252,fk29g,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:40Z
497251,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:42Z
497250,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:43Z
497249,fabaff,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:46Z
497248,TheWolfStreet,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:47Z
497247,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:48Z
497246,app/nixpkgs-ci,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:50Z
497245,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:52Z
497244,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:53Z
497243,markus1189,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:55Z
497242,bentenjamin,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:56Z
497241,sd-st,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:33:58Z
497240,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:00Z
497239,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:02Z
497238,DSeeLP,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:03Z
497237,erictapen,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:05Z
497236,robertjakub,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:07Z
497235,schembriaiden,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:08Z
497234,wrbbz,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:09Z
497233,secufoe,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:10Z
497232,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:12Z
497231,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:13Z
497230,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:14Z
497229,drupol,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:15Z
497228,fabaff,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:16Z
497227,drupol,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:17Z
497226,fabaff,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:20Z
497225,app/nixpkgs-ci,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:21Z
497224,app/nixpkgs-ci,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:22Z
497223,app/nixpkgs-ci,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:23Z
497222,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:24Z
497221,flokli,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:25Z
497219,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:26Z
497218,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:27Z
497217,onatustun,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:28Z
497216,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:29Z
497215,kenshineto,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:31Z
497214,app/nixpkgs-ci,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:32Z
497213,app/nixpkgs-ci,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:33Z
497212,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:35Z
497211,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:36Z
497210,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:37Z
497209,fabaff,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:38Z
497208,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:39Z
497207,DayVil,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:40Z
497206,ccicnce113424,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:42Z
497205,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:43Z
497204,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:44Z
497203,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:45Z
497202,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:46Z
497201,twoneis,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:47Z
497200,fabaff,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:48Z
497199,Gskartwii,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:49Z
497198,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:50Z
497197,app/nixpkgs-ci,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:52Z
497196,sternenseemann,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:52Z
497195,fabaff,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:54Z
497194,aduh95,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:55Z
497193,sternenseemann,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:56Z
497192,fabaff,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:57Z
497191,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:58Z
497190,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:59Z
497189,sternenseemann,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:34:59Z
497188,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:00Z
497187,tembleking,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:01Z
497186,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:01Z
497185,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:02Z
497184,fabaff,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:04Z
497183,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:04Z
497182,lunagl,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:05Z
497181,matdibu,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:06Z
497180,app/nixpkgs-ci,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:07Z
497179,app/nixpkgs-ci,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:07Z
497178,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:08Z
497177,sweenu,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:09Z
497176,Defelo,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:10Z
497175,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:10Z
497174,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:11Z
497173,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:12Z
497172,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:12Z
497171,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:13Z
497170,onny,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:14Z
497169,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:15Z
497168,gonsolo,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:16Z
497167,FliegendeWurst,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:17Z
497166,app/nixpkgs-ci,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:17Z
497165,app/nixpkgs-ci,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:18Z
497164,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:19Z
497163,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:19Z
497162,ryand56,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:20Z
497161,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:21Z
497160,f0rki,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:22Z
497159,herbetom,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:23Z
497157,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:23Z
497156,meenzen,50,FALSE,0,0,0,0,0,,Language Antipattern x1,0.0000,0.00,2026-03-08T08:35:24Z
497154,Defelo,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:25Z
497153,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:26Z
497152,app/nixpkgs-ci,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:27Z
497151,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:28Z
497150,wegank,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:28Z
497149,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:29Z
497148,rorosen,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:30Z
497147,knl,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:31Z
497145,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:31Z
497144,tmuehlbacher,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:33Z
497143,atlarator,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:33Z
497142,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:34Z
497141,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:35Z
497140,Viruzaum,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:35Z
497139,app/nixpkgs-ci,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:36Z
497138,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:37Z
497137,wegank,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:38Z
497136,wegank,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:38Z
497135,silverhadch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:39Z
497133,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:40Z
497132,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:40Z
497131,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:41Z
497130,app/nixpkgs-ci,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:42Z
497129,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:43Z
497128,fgaz,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:45Z
497127,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:46Z
497126,app/nixpkgs-ci,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:47Z
497125,xaverdh,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:47Z
497124,l0b0,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:48Z
497123,infinisil,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:49Z
497122,schembriaiden,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:50Z
497121,rhelmot,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:51Z
497120,wegank,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:51Z
497119,asppsa,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:52Z
497117,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:53Z
497116,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:54Z
497115,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:55Z
497114,thegu5,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:56Z
497113,alexfmpe,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:56Z
497112,DaVinci42,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:57Z
497111,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:58Z
497109,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:35:59Z
497108,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:00Z
497107,leonklingele,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:01Z
497106,ccicnce113424,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:02Z
497105,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:03Z
497104,leonklingele,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:03Z
497103,dotlambda,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:04Z
497102,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:05Z
497101,sarahec,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:06Z
497100,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:07Z
497099,sarahec,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:08Z
497098,JamieMagee,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:08Z
497097,mfrw,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:09Z
497096,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:10Z
497095,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:11Z
497094,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:12Z
497093,kossLAN,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:13Z
497092,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:14Z
497090,twicefoldampersands,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:15Z
497089,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:16Z
497088,ddogfoodd,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:17Z
497087,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:18Z
497086,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:19Z
497085,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:20Z
497084,yzhou216,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-08T08:36:20Z
497083,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:21Z
497082,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:22Z
497081,king6cong,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:23Z
497080,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:24Z
497079,paperdigits,50,FALSE,0,0,0,0,0,,Language Antipattern x1,0.0000,0.00,2026-03-08T08:36:25Z
497078,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:26Z
497077,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:27Z
497076,cashmeredev,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:28Z
497075,paperdigits,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-08T08:36:28Z
497074,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:29Z
497073,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:30Z
497072,dotlambda,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:31Z
497071,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:32Z
497070,toastal,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:33Z
497069,dotlambda,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:34Z
497067,aaronjheng,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:35Z
497066,sarahec,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:36Z
497065,aaronjheng,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:37Z
497064,sarahec,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:38Z
497063,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:39Z
497062,app/nixpkgs-ci,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:39Z
497061,kyehn,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:40Z
497060,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:42Z
497059,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:42Z
497058,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:43Z
497057,app/nixpkgs-ci,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:44Z
497056,winterqt,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:45Z
497055,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:46Z
497054,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:47Z
497053,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:47Z
497052,brainlessbitch,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:48Z
497051,fabaff,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:50Z
497050,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:50Z
497049,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:51Z
497048,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:52Z
497047,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:53Z
497046,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:54Z
497045,app/nixpkgs-ci,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:55Z
497044,luochen1990,0,FALSE,0,0,0,0,0,,,0.0000,0.00,2026-03-08T08:36:55Z
497043,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:56Z
497042,SabrinaIsHere,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:57Z
497041,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:58Z
497040,app/nixpkgs-ci,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:58Z
497038,filip2cz,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:36:59Z
497037,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:00Z
497036,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:01Z
497035,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:01Z
497034,ZZBaron,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:02Z
497033,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:03Z
497032,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:04Z
497031,app/nixpkgs-ci,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:04Z
497030,myaaaaaaaaa,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:05Z
497029,r-ryantm,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:06Z
497028,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:07Z
497027,sebastianpetrovski,70,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:08Z
497026,paperdigits,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:08Z
497025,SuperSandro2000,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:10Z
497024,SuperSandro2000,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:11Z
497023,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:12Z
497022,paperdigits,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:12Z
497021,SuperSandro2000,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:14Z
497019,r-ryantm,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:17Z
497018,SuperSandro2000,20,FALSE,0,1,0,0,0,,Unlinked PR,0.0000,0.00,2026-03-08T08:37:18Z
